ghi,ghi90,ghi10,ebh,dni,dni10,dni90,dhi,air_temp,zenith,azimuth,cloud_opacity,period_end,period,Unnamed: 0
20,22,7,3,18,0,24,17,12,87,-60,9,2021-07-26T05:00:00.0000000Z,PT30M,
59,65,22,12,71,6,106,47,12,83,-66,9,2021-07-26T05:30:00.0000000Z,PT30M,
112,124,42,34,178,5,267,79,14,79,-72,9,2021-07-26T06:00:00.0000000Z,PT30M,
176,192,66,61,221,7,327,115,14,74,-78,9,2021-07-26T06:30:00.0000000Z,PT30M,
243,265,94,109,319,6,446,134,16,70,-83,8,2021-07-26T07:00:00.0000000Z,PT30M,
312,340,125,149,353,7,491,163,17,65,-89,8,2021-07-26T07:30:00.0000000Z,PT30M,
383,415,159,206,425,10,580,177,18,61,-95,8,2021-07-26T08:00:00.0000000Z,PT30M,
450,486,195,255,456,11,601,195,19,56,-102,7,2021-07-26T08:30:00.0000000Z,PT30M,
515,553,232,310,504,14,653,205,19,52,-109,7,2021-07-26T09:00:00.0000000Z,PT30M,
578,621,520,381,580,395,737,197,20,48,-116,6,2021-07-26T09:30:00.0000000Z,PT30M,
621,677,459,399,564,152,753,222,21,44,-124,8,2021-07-26T10:00:00.0000000Z,PT30M,
623,723,351,337,450,45,763,286,21,41,-133,13,2021-07-26T10:30:00.0000000Z,PT30M,
645,761,373,335,428,38,774,310,22,38,-144,15,2021-07-26T11:00:00.0000000Z,PT30M,
641,782,533,284,348,148,751,357,23,35,-155,19,2021-07-26T11:30:00.0000000Z,PT30M,
666,805,532,315,380,131,774,350,23,34,-167,17,2021-07-26T12:00:00.0000000Z,PT30M,
690,809,558,358,426,156,763,333,24,33,-180,14,2021-07-26T12:30:00.0000000Z,PT30M,
609,694,397,210,253,33,460,399,24,34,167,24,2021-07-26T13:00:00.0000000Z,PT30M,
614,729,458,235,287,77,589,378,24,35,155,22,2021-07-26T13:30:00.0000000Z,PT30M,
570,749,422,191,241,55,706,379,23,38,144,24,2021-07-26T14:00:00.0000000Z,PT30M,
550,718,433,188,244,77,700,362,22,40,134,23,2021-07-26T14:30:00.0000000Z,PT30M,
524,668,385,190,259,59,670,335,21,44,125,21,2021-07-26T15:00:00.0000000Z,PT30M,
472,614,292,153,224,25,643,319,21,48,116,23,2021-07-26T15:30:00.0000000Z,PT30M,
362,540,189,66,104,7,591,296,21,52,109,35,2021-07-26T16:00:00.0000000Z,PT30M,
258,434,80,23,41,2,433,235,22,56,102,46,2021-07-26T16:30:00.0000000Z,PT30M,
203,353,53,14,31,0,344,188,22,61,96,49,2021-07-26T17:00:00.0000000Z,PT30M,
154,275,32,9,21,0,241,145,22,65,90,53,2021-07-26T17:30:00.0000000Z,PT30M,
111,205,18,6,18,0,181,105,21,70,84,54,2021-07-26T18:00:00.0000000Z,PT30M,
74,140,9,3,11,0,112,71,20,74,78,58,2021-07-26T18:30:00.0000000Z,PT30M,
45,85,5,2,10,0,79,43,18,79,72,59,2021-07-26T19:00:00.0000000Z,PT30M,
22,43,3,1,6,0,29,21,17,83,67,59,2021-07-26T19:30:00.0000000Z,PT30M,
7,14,1,0,0,0,6,7,16,87,61,61,2021-07-26T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,91,55,61,2021-07-26T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,94,49,59,2021-07-26T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,98,42,59,2021-07-26T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,100,36,59,2021-07-26T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,103,29,59,2021-07-26T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,22,59,2021-07-26T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,106,15,59,2021-07-26T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,107,8,59,2021-07-27T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,107,0,59,2021-07-27T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,107,-7,59,2021-07-27T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,106,-15,59,2021-07-27T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,-22,59,2021-07-27T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,103,-29,59,2021-07-27T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,101,-36,59,2021-07-27T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,98,-42,58,2021-07-27T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,94,-48,58,2021-07-27T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,91,-55,58,2021-07-27T04:30:00.0000000Z,PT30M,
7,12,2,0,0,0,6,7,14,87,-61,58,2021-07-27T05:00:00.0000000Z,PT30M,
23,39,6,1,6,0,18,22,14,83,-66,57,2021-07-27T05:30:00.0000000Z,PT30M,
45,78,12,2,10,0,47,43,14,79,-72,57,2021-07-27T06:00:00.0000000Z,PT30M,
74,126,22,3,12,0,77,71,14,75,-78,57,2021-07-27T06:30:00.0000000Z,PT30M,
108,184,33,4,12,0,105,103,14,70,-84,54,2021-07-27T07:00:00.0000000Z,PT30M,
149,249,48,7,17,0,157,142,14,66,-89,53,2021-07-27T07:30:00.0000000Z,PT30M,
195,322,67,11,23,2,219,184,14,61,-96,51,2021-07-27T08:00:00.0000000Z,PT30M,
245,400,92,18,33,2,305,228,16,57,-102,47,2021-07-27T08:30:00.0000000Z,PT30M,
188,220,133,5,8,3,14,182,16,52,-109,64,2021-07-27T09:00:00.0000000Z,PT30M,
221,270,145,6,9,2,21,214,16,48,-116,62,2021-07-27T09:30:00.0000000Z,PT30M,
256,321,173,8,11,2,30,248,17,44,-124,60,2021-07-27T10:00:00.0000000Z,PT30M,
283,419,171,9,12,2,96,273,17,41,-134,60,2021-07-27T10:30:00.0000000Z,PT30M,
331,555,160,14,19,1,229,316,17,38,-144,56,2021-07-27T11:00:00.0000000Z,PT30M,
350,597,143,15,19,1,249,335,17,35,-155,55,2021-07-27T11:30:00.0000000Z,PT30M,
354,601,115,15,18,1,233,339,17,34,-167,56,2021-07-27T12:00:00.0000000Z,PT30M,
345,592,98,14,17,0,212,331,17,33,-180,57,2021-07-27T12:30:00.0000000Z,PT30M,
357,600,114,17,21,1,234,340,18,34,168,54,2021-07-27T13:00:00.0000000Z,PT30M,
372,606,138,22,27,1,264,349,19,35,155,51,2021-07-27T13:30:00.0000000Z,PT30M,
389,610,167,29,37,3,340,360,19,38,144,49,2021-07-27T14:00:00.0000000Z,PT30M,
402,609,195,42,56,4,417,360,19,41,134,44,2021-07-27T14:30:00.0000000Z,PT30M,
409,598,219,59,82,7,485,349,19,44,125,39,2021-07-27T15:00:00.0000000Z,PT30M,
402,572,230,74,111,10,559,328,19,48,117,35,2021-07-27T15:30:00.0000000Z,PT30M,
379,530,228,81,132,14,591,298,20,52,109,32,2021-07-27T16:00:00.0000000Z,PT30M,
340,470,209,82,151,18,606,258,19,57,102,29,2021-07-27T16:30:00.0000000Z,PT30M,
284,395,173,61,126,14,522,222,19,61,96,31,2021-07-27T17:00:00.0000000Z,PT30M,
215,306,122,34,84,10,401,181,19,66,90,36,2021-07-27T17:30:00.0000000Z,PT30M,
146,218,75,14,41,6,228,132,18,70,84,44,2021-07-27T18:00:00.0000000Z,PT30M,
90,142,37,5,18,4,112,85,17,74,78,51,2021-07-27T18:30:00.0000000Z,PT30M,
49,84,14,2,10,0,68,47,16,79,72,59,2021-07-27T19:00:00.0000000Z,PT30M,
23,42,4,1,6,0,24,22,16,83,67,62,2021-07-27T19:30:00.0000000Z,PT30M,
7,14,1,0,0,0,6,7,14,87,61,63,2021-07-27T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,91,55,63,2021-07-27T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,95,49,62,2021-07-27T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,98,42,61,2021-07-27T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,101,36,59,2021-07-27T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,103,29,59,2021-07-27T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,105,22,59,2021-07-27T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,106,15,59,2021-07-27T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,107,8,58,2021-07-28T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,108,0,57,2021-07-28T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,107,-7,54,2021-07-28T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,106,-15,54,2021-07-28T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,105,-22,53,2021-07-28T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,103,-29,51,2021-07-28T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,101,-36,50,2021-07-28T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,98,-42,48,2021-07-28T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,95,-49,46,2021-07-28T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,91,-55,44,2021-07-28T04:30:00.0000000Z,PT30M,
9,16,1,0,0,0,8,9,12,87,-61,43,2021-07-28T05:00:00.0000000Z,PT30M,
29,51,4,1,6,0,53,29,12,83,-66,43,2021-07-28T05:30:00.0000000Z,PT30M,
59,105,9,4,21,0,162,56,12,79,-72,43,2021-07-28T06:00:00.0000000Z,PT30M,
100,174,16,8,31,0,294,93,14,75,-78,42,2021-07-28T06:30:00.0000000Z,PT30M,
152,252,29,14,41,0,386,138,14,70,-84,40,2021-07-28T07:00:00.0000000Z,PT30M,
216,334,54,31,76,0,521,184,14,66,-90,35,2021-07-28T07:30:00.0000000Z,PT30M,
294,415,92,63,130,2,584,230,14,61,-96,29,2021-07-28T08:00:00.0000000Z,PT30M,
380,495,140,124,228,4,674,256,14,57,-102,23,2021-07-28T08:30:00.0000000Z,PT30M,
470,570,196,207,338,6,699,263,16,52,-109,17,2021-07-28T09:00:00.0000000Z,PT30M,
552,632,247,296,442,12,732,256,16,48,-116,12,2021-07-28T09:30:00.0000000Z,PT30M,
616,688,284,373,519,14,752,243,17,44,-125,10,2021-07-28T10:00:00.0000000Z,PT30M,
650,734,296,379,502,12,782,271,18,41,-134,12,2021-07-28T10:30:00.0000000Z,PT30M,
644,773,272,314,397,8,793,330,18,38,-144,17,2021-07-28T11:00:00.0000000Z,PT30M,
593,799,209,190,235,2,806,403,19,36,-155,25,2021-07-28T11:30:00.0000000Z,PT30M,
521,816,129,92,111,1,799,428,19,34,-167,36,2021-07-28T12:00:00.0000000Z,PT30M,
456,825,59,45,54,0,820,411,18,34,-180,45,2021-07-28T12:30:00.0000000Z,PT30M,
422,816,41,32,39,0,794,390,16,34,168,49,2021-07-28T13:00:00.0000000Z,PT30M,
433,807,47,41,51,0,831,392,16,36,155,46,2021-07-28T13:30:00.0000000Z,PT30M,
470,785,97,68,86,0,831,403,17,38,144,40,2021-07-28T14:00:00.0000000Z,PT30M,
510,748,154,125,166,1,829,385,16,41,134,32,2021-07-28T14:30:00.0000000Z,PT30M,
534,706,200,201,279,4,813,333,16,44,125,24,2021-07-28T15:00:00.0000000Z,PT30M,
524,650,217,247,369,7,800,276,17,48,117,19,2021-07-28T15:30:00.0000000Z,PT30M,
491,589,215,258,418,10,780,234,17,52,109,16,2021-07-28T16:00:00.0000000Z,PT30M,
439,520,195,234,430,11,784,205,17,57,102,16,2021-07-28T16:30:00.0000000Z,PT30M,
374,448,165,190,392,10,734,184,17,61,96,16,2021-07-28T17:00:00.0000000Z,PT30M,
302,372,128,136,334,10,723,166,16,66,90,19,2021-07-28T17:30:00.0000000Z,PT30M,
229,294,92,82,239,6,632,147,14,70,84,22,2021-07-28T18:00:00.0000000Z,PT30M,
162,217,61,49,189,4,603,112,14,75,78,25,2021-07-28T18:30:00.0000000Z,PT30M,
103,143,37,22,115,5,456,81,14,79,73,28,2021-07-28T19:00:00.0000000Z,PT30M,
54,77,19,9,53,0,206,46,12,83,67,29,2021-07-28T19:30:00.0000000Z,PT30M,
17,24,6,2,12,0,35,14,12,87,61,29,2021-07-28T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,91,55,28,2021-07-28T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,95,49,25,2021-07-28T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,98,43,25,2021-07-28T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,10,101,36,23,2021-07-28T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,10,103,29,22,2021-07-28T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,105,22,21,2021-07-28T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,107,15,20,2021-07-28T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,108,8,19,2021-07-29T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,108,0,18,2021-07-29T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,108,-7,17,2021-07-29T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,107,-15,16,2021-07-29T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,105,-22,14,2021-07-29T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,103,-29,14,2021-07-29T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,101,-36,14,2021-07-29T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,98,-42,17,2021-07-29T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,9,95,-49,19,2021-07-29T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,10,91,-55,20,2021-07-29T04:30:00.0000000Z,PT30M,
17,21,6,2,12,0,35,14,10,88,-61,19,2021-07-29T05:00:00.0000000Z,PT30M,
59,70,22,12,71,0,129,48,11,83,-67,14,2021-07-29T05:30:00.0000000Z,PT30M,
119,132,48,40,210,5,325,79,12,79,-72,10,2021-07-29T06:00:00.0000000Z,PT30M,
188,201,79,89,344,8,460,99,12,75,-78,7,2021-07-29T06:30:00.0000000Z,PT30M,
248,275,100,111,325,9,494,137,12,70,-84,10,2021-07-29T07:00:00.0000000Z,PT30M,
281,349,97,100,245,2,588,182,14,66,-90,19,2021-07-29T07:30:00.0000000Z,PT30M,
281,422,61,50,103,0,606,232,14,61,-96,33,2021-07-29T08:00:00.0000000Z,PT30M,
256,491,25,19,35,0,663,237,14,57,-102,48,2021-07-29T08:30:00.0000000Z,PT30M,
219,503,28,7,12,0,482,213,14,53,-109,61,2021-07-29T09:00:00.0000000Z,PT30M,
200,512,31,4,6,0,344,196,14,49,-117,68,2021-07-29T09:30:00.0000000Z,PT30M,
198,532,34,3,4,0,294,196,14,45,-125,71,2021-07-29T10:00:00.0000000Z,PT30M,
212,561,36,3,4,0,276,209,14,41,-134,71,2021-07-29T10:30:00.0000000Z,PT30M,
229,592,38,4,5,0,281,225,14,38,-144,70,2021-07-29T11:00:00.0000000Z,PT30M,
243,613,39,4,5,0,289,239,14,36,-155,69,2021-07-29T11:30:00.0000000Z,PT30M,
253,626,40,5,6,0,285,248,14,34,-167,68,2021-07-29T12:00:00.0000000Z,PT30M,
262,632,40,5,6,0,292,257,14,34,-180,68,2021-07-29T12:30:00.0000000Z,PT30M,
271,635,40,6,7,0,304,265,16,34,168,66,2021-07-29T13:00:00.0000000Z,PT30M,
281,635,39,7,9,0,346,274,16,36,156,64,2021-07-29T13:30:00.0000000Z,PT30M,
290,629,38,9,11,0,395,281,16,38,144,62,2021-07-29T14:00:00.0000000Z,PT30M,
294,616,36,11,14,0,433,283,16,41,134,59,2021-07-29T14:30:00.0000000Z,PT30M,
293,593,33,14,20,0,496,279,17,45,125,56,2021-07-29T15:00:00.0000000Z,PT30M,
279,556,31,14,22,0,504,264,16,48,117,54,2021-07-29T15:30:00.0000000Z,PT30M,
261,510,28,16,27,0,553,245,14,53,109,53,2021-07-29T16:00:00.0000000Z,PT30M,
239,460,24,16,29,0,562,222,16,57,103,51,2021-07-29T16:30:00.0000000Z,PT30M,
215,403,25,17,35,0,551,198,16,61,96,48,2021-07-29T17:00:00.0000000Z,PT30M,
187,341,31,18,44,0,588,169,16,66,90,45,2021-07-29T17:30:00.0000000Z,PT30M,
154,266,33,17,50,0,488,137,16,70,84,42,2021-07-29T18:00:00.0000000Z,PT30M,
117,193,29,14,54,0,444,103,16,75,78,39,2021-07-29T18:30:00.0000000Z,PT30M,
78,124,21,9,47,0,304,69,16,79,73,37,2021-07-29T19:00:00.0000000Z,PT30M,
40,63,11,4,24,0,112,36,14,83,67,37,2021-07-29T19:30:00.0000000Z,PT30M,
11,18,3,1,6,0,35,10,14,88,61,37,2021-07-29T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,91,55,38,2021-07-29T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,95,49,39,2021-07-29T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,98,43,39,2021-07-29T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,101,36,38,2021-07-29T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,103,29,38,2021-07-29T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,105,22,38,2021-07-29T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,107,15,39,2021-07-29T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,108,8,41,2021-07-30T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,108,0,43,2021-07-30T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,108,-7,45,2021-07-30T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,107,-15,48,2021-07-30T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,106,-22,50,2021-07-30T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,104,-29,51,2021-07-30T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,101,-36,54,2021-07-30T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,98,-42,56,2021-07-30T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,95,-49,57,2021-07-30T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,11,92,-55,58,2021-07-30T04:30:00.0000000Z,PT30M,
7,14,1,0,0,0,18,7,11,88,-61,58,2021-07-30T05:00:00.0000000Z,PT30M,
25,53,3,1,6,0,65,24,12,84,-67,58,2021-07-30T05:30:00.0000000Z,PT30M,
51,105,6,2,10,0,136,49,12,79,-73,58,2021-07-30T06:00:00.0000000Z,PT30M,
81,166,10,3,12,0,213,78,12,75,-78,58,2021-07-30T06:30:00.0000000Z,PT30M,
116,232,12,5,14,0,298,111,14,71,-84,57,2021-07-30T07:00:00.0000000Z,PT30M,
154,302,17,7,17,0,339,147,14,66,-90,54,2021-07-30T07:30:00.0000000Z,PT30M,
196,374,21,11,23,0,420,184,14,62,-96,53,2021-07-30T08:00:00.0000000Z,PT30M,
239,445,34,14,28,0,470,225,16,57,-102,51,2021-07-30T08:30:00.0000000Z,PT30M,
285,516,54,20,33,0,533,265,17,53,-109,49,2021-07-30T09:00:00.0000000Z,PT30M,
334,586,82,29,46,0,607,304,17,49,-117,46,2021-07-30T09:30:00.0000000Z,PT30M,
380,648,112,39,54,1,662,341,18,45,-125,44,2021-07-30T10:00:00.0000000Z,PT30M,
422,701,142,48,64,1,685,374,18,41,-134,42,2021-07-30T10:30:00.0000000Z,PT30M,
455,741,168,59,76,1,699,395,19,38,-144,40,2021-07-30T11:00:00.0000000Z,PT30M,
476,764,188,64,79,2,712,412,19,36,-155,40,2021-07-30T11:30:00.0000000Z,PT30M,
485,769,201,66,81,2,699,418,19,35,-167,40,2021-07-30T12:00:00.0000000Z,PT30M,
482,759,207,65,78,2,644,418,19,34,-180,40,2021-07-30T12:30:00.0000000Z,PT30M,
470,734,207,61,74,2,586,410,20,35,168,41,2021-07-30T13:00:00.0000000Z,PT30M,
451,698,203,51,63,2,525,400,19,36,156,43,2021-07-30T13:30:00.0000000Z,PT30M,
424,653,194,45,57,3,449,379,19,38,144,44,2021-07-30T14:00:00.0000000Z,PT30M,
392,601,182,36,48,3,384,356,19,41,134,46,2021-07-30T14:30:00.0000000Z,PT30M,
357,547,168,32,45,3,346,325,19,45,125,47,2021-07-30T15:00:00.0000000Z,PT30M,
314,484,145,25,38,3,288,290,19,49,117,49,2021-07-30T15:30:00.0000000Z,PT30M,
271,420,122,19,32,2,241,252,19,53,110,51,2021-07-30T16:00:00.0000000Z,PT30M,
229,359,100,14,25,2,196,215,18,57,103,53,2021-07-30T16:30:00.0000000Z,PT30M,
189,299,78,11,23,2,170,178,18,62,96,54,2021-07-30T17:00:00.0000000Z,PT30M,
151,242,59,8,20,2,145,143,17,66,90,54,2021-07-30T17:30:00.0000000Z,PT30M,
114,188,41,6,18,0,135,108,17,71,84,56,2021-07-30T18:00:00.0000000Z,PT30M,
82,138,25,4,14,0,112,78,16,75,79,56,2021-07-30T18:30:00.0000000Z,PT30M,
53,91,14,2,10,0,89,51,16,79,73,57,2021-07-30T19:00:00.0000000Z,PT30M,
27,48,6,1,6,0,53,25,14,84,67,57,2021-07-30T19:30:00.0000000Z,PT30M,
7,12,1,0,0,0,12,7,14,88,61,57,2021-07-30T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,92,55,57,2021-07-30T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,95,49,57,2021-07-30T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,98,43,56,2021-07-30T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,101,36,54,2021-07-30T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,104,29,53,2021-07-30T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,106,22,51,2021-07-30T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,107,15,50,2021-07-30T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,108,8,49,2021-07-31T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,108,0,48,2021-07-31T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,108,-7,48,2021-07-31T01:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,107,-15,48,2021-07-31T01:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,106,-22,49,2021-07-31T02:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,104,-29,50,2021-07-31T02:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,101,-36,50,2021-07-31T03:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,99,-43,50,2021-07-31T03:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,95,-49,49,2021-07-31T04:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,92,-55,48,2021-07-31T04:30:00.0000000Z,PT30M,
7,14,1,0,0,0,20,7,12,88,-61,47,2021-07-31T05:00:00.0000000Z,PT30M,
29,53,3,1,6,0,76,28,12,84,-67,46,2021-07-31T05:30:00.0000000Z,PT30M,
61,109,6,4,23,0,248,57,12,80,-73,45,2021-07-31T06:00:00.0000000Z,PT30M,
100,178,12,7,27,0,316,93,14,75,-78,44,2021-07-31T06:30:00.0000000Z,PT30M,
144,252,22,12,37,0,445,132,14,71,-84,43,2021-07-31T07:00:00.0000000Z,PT30M,
188,328,35,17,42,0,497,171,14,66,-90,43,2021-07-31T07:30:00.0000000Z,PT30M,
232,403,48,23,49,0,590,209,16,62,-96,43,2021-07-31T08:00:00.0000000Z,PT30M,
271,476,59,27,50,0,613,244,16,57,-103,43,2021-07-31T08:30:00.0000000Z,PT30M,
306,541,71,29,48,0,645,276,17,53,-110,44,2021-07-31T09:00:00.0000000Z,PT30M,
338,595,81,31,47,0,658,307,17,49,-117,45,2021-07-31T09:30:00.0000000Z,PT30M,
364,638,90,34,48,0,633,331,18,45,-125,45,2021-07-31T10:00:00.0000000Z,PT30M,
387,676,98,34,46,0,638,353,18,42,-134,46,2021-07-31T10:30:00.0000000Z,PT30M,
405,707,103,36,46,0,628,369,18,39,-144,46,2021-07-31T11:00:00.0000000Z,PT30M,
418,729,106,37,46,1,617,382,19,36,-155,46,2021-07-31T11:30:00.0000000Z,PT30M,
427,746,108,38,46,1,631,389,19,35,-167,46,2021-07-31T12:00:00.0000000Z,PT30M,
433,758,108,38,46,0,647,395,19,34,-180,46,2021-07-31T12:30:00.0000000Z,PT30M,
434,760,106,42,51,0,681,392,19,35,168,45,2021-07-31T13:00:00.0000000Z,PT30M,
432,760,103,42,51,0,718,390,19,36,156,45,2021-07-31T13:30:00.0000000Z,PT30M,
425,748,100,48,62,0,762,377,18,39,145,43,2021-07-31T14:00:00.0000000Z,PT30M,
412,713,95,50,67,0,750,362,18,42,135,42,2021-07-31T14:30:00.0000000Z,PT30M,
394,666,90,51,72,0,733,343,18,45,125,41,2021-07-31T15:00:00.0000000Z,PT30M,
364,611,78,51,78,0,710,314,18,49,117,40,2021-07-31T15:30:00.0000000Z,PT30M,
329,547,66,45,75,0,682,284,18,53,110,40,2021-07-31T16:00:00.0000000Z,PT30M,
291,479,54,41,75,0,645,250,18,57,103,39,2021-07-31T16:30:00.0000000Z,PT30M,
248,405,44,35,75,0,601,213,17,62,97,39,2021-07-31T17:00:00.0000000Z,PT30M,
203,329,34,28,69,0,536,174,17,66,90,38,2021-07-31T17:30:00.0000000Z,PT30M,
157,253,25,21,65,0,475,136,17,71,84,38,2021-07-31T18:00:00.0000000Z,PT30M,
112,179,19,14,54,0,359,98,16,75,79,37,2021-07-31T18:30:00.0000000Z,PT30M,
70,111,12,8,46,0,274,62,16,80,73,37,2021-07-31T19:00:00.0000000Z,PT30M,
34,53,6,3,18,0,94,31,14,84,67,36,2021-07-31T19:30:00.0000000Z,PT30M,
9,14,2,1,6,0,20,8,14,88,61,35,2021-07-31T20:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,92,55,34,2021-07-31T20:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,95,49,33,2021-07-31T21:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,99,43,32,2021-07-31T21:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,101,36,31,2021-07-31T22:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,104,29,31,2021-07-31T22:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,106,22,29,2021-07-31T23:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,107,15,29,2021-07-31T23:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,108,8,29,2021-08-01T00:00:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,14,109,0,29,2021-08-01T00:30:00.0000000Z,PT30M,
0,0,0,0,0,0,0,0,12,108,-7,29,2021-08-01T01:00:00.0000000Z,PT30M,
